0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",9,"[0.09641581801349029, 0.09641581801349029, 0.09641581801349029, 0.09641581801349029, 0.09641581801349029, 0.09641581801349029, 0.09641581801349029, 0.09641581801349029, 0.09641581801349029, 0.13225763787858752]"
2,"[2, 2, 2, 2, 1, 1, 1, 2, 2, 0]",15,"[0.08520355128401753, 0.08520355128401753, 0.08520355128401753, 0.08520355128401753, 0.1118040999948878, 0.1118040999948878, 0.1118040999948878, 0.08520355128401753, 0.08520355128401753, 0.15336639231123156]"
3,"[1, 3, 1, 0, 1, 2, 2, 1, 2, 2]",15,"[0.10890711108160148, 0.08299581701082265, 0.10890711108160148, 0.14939247061948077, 0.10890711108160148, 0.08299581701082265, 0.08299581701082265, 0.10890711108160148, 0.08299581701082265, 0.08299581701082265]"
4,"[3, 3, 4, 1, 4, 0, 4, 4, 4, 3]",30,"[0.0899911808642753, 0.0899911808642753, 0.0899911808642753, 0.11808642753010204, 0.0899911808642753, 0.16198412555569555, 0.0899911808642753, 0.0899911808642753, 0.0899911808642753, 0.0899911808642753]"
5,"[1, 1, 5, 1, 5, 3, 0, 1, 3, 3]",23,"[0.10890711108160148, 0.10890711108160148, 0.08299581701082265, 0.10890711108160148, 0.08299581701082265, 0.08299581701082265, 0.14939247061948077, 0.10890711108160148, 0.08299581701082265, 0.08299581701082265]"
6,"[4, 1, 6, 6, 6, 1, 0, 2, 2, 1]",29,"[0.08520355128401753, 0.1118040999948878, 0.08520355128401753, 0.08520355128401753, 0.08520355128401753, 0.1118040999948878, 0.15336639231123156, 0.08520355128401753, 0.08520355128401753, 0.1118040999948878]"
7,"[3, 7, 7, 5, 5, 3, 3, 3, 7, 1]",44,"[0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.12724733810438124]"
8,"[8, 1, 2, 8, 8, 1, 8, 1, 8, 1]",46,"[0.08889837138183627, 0.11665244292724557, 0.08889837138183627, 0.08889837138183627, 0.08889837138183627, 0.11665244292724557, 0.08889837138183627, 0.11665244292724557, 0.08889837138183627, 0.11665244292724557]"
9,"[4, 9, 1, 6, 9, 9, 9, 9, 1, 9]",66,"[0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755]"
10,"[4, 1, 1, 2, 4, 3, 4, 3, 1, 4]",27,"[0.09143609531298577, 0.11998244426969992, 0.11998244426969992, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.11998244426969992, 0.09143609531298577]"
11,"[4, 11, 4, 4, 4, 11, 7, 2, 11, 11]",69,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
12,"[12, 12, 1, 12, 8, 12, 1, 12, 12, 1]",83,"[0.09143609531298577, 0.09143609531298577, 0.11998244426969992, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.11998244426969992, 0.09143609531298577, 0.09143609531298577, 0.11998244426969992]"
13,"[2, 13, 6, 6, 13, 13, 1, 2, 8, 8]",72,"[0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209]"
14,"[9, 5, 14, 2, 14, 1, 0, 9, 3, 3]",60,"[0.0899911808642753, 0.0899911808642753, 0.0899911808642753, 0.0899911808642753, 0.0899911808642753, 0.11808642753010204, 0.16198412555569555, 0.0899911808642753, 0.0899911808642753, 0.0899911808642753]"
15,"[2, 4, 4, 4, 4, 1, 15, 9, 15, 4]",62,"[0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209]"
16,"[1, 2, 5, 5, 5, 16, 1, 10, 1, 7]",53,"[0.1199824442696999, 0.09143609531298576, 0.09143609531298576, 0.09143609531298576, 0.09143609531298576, 0.09143609531298576, 0.1199824442696999, 0.09143609531298576, 0.1199824442696999, 0.09143609531298576]"
17,"[2, 17, 11, 1, 17, 1, 11, 17, 17, 17]",111,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755]"
18,"[4, 18, 1, 1, 2, 18, 3, 3, 18, 1]",69,"[0.09143609531298577, 0.09143609531298577, 0.11998244426969992, 0.11998244426969992, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.09143609531298577, 0.11998244426969992]"
19,"[4, 12, 12, 6, 6, 4, 4, 4, 12, 8]",72,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
20,"[3, 20, 20, 20, 20, 1, 20, 12, 1, 20]",137,"[0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755]"
21,"[21, 21, 2, 2, 21, 9, 5, 1, 2, 5]",89,"[0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209, 0.09697251798840209]"
22,"[6, 6, 14, 22, 14, 22, 2, 22, 22, 22]",152,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
23,"[14, 2, 1, 9, 4, 23, 23, 14, 4, 2]",96,"[0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209]"
24,"[10, 10, 6, 5, 5, 5, 5, 15, 2, 24]",87,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
25,"[1, 3, 8, 25, 16, 16, 16, 25, 16, 25]",151,"[0.1272473381043812, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209]"
26,"[2, 2, 11, 2, 7, 26, 7, 16, 0, 26]",99,"[0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.09259259259259259, 0.16666666666666669, 0.09259259259259259]"
27,"[27, 1, 27, 27, 11, 5, 1, 0, 1, 27]",127,"[0.0852035512840175, 0.11180409999488777, 0.0852035512840175, 0.0852035512840175, 0.0852035512840175, 0.0852035512840175, 0.11180409999488777, 0.15336639231123153, 0.11180409999488777, 0.0852035512840175]"
28,"[6, 4, 6, 4, 2, 6, 4, 17, 4, 28]",81,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
29,"[5, 5, 18, 29, 10, 2, 13, 29, 29, 29]",169,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
30,"[6, 18, 18, 2, 18, 18, 2, 13, 2, 2]",99,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
31,"[14, 1, 3, 19, 10, 19, 1, 18, 18, 0]",103,"[0.08753194916144394, 0.11485942368964673, 0.08753194916144394, 0.08753194916144394, 0.08753194916144394, 0.08753194916144394, 0.11485942368964673, 0.08753194916144394, 0.08753194916144394, 0.1575575084905991]"
32,"[1, 4, 4, 1, 4, 13, 19, 13, 6, 6]",71,"[0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755]"
33,"[5, 20, 20, 5, 5, 14, 2, 7, 5, 1]",84,"[0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.12724733810438124]"
34,"[3, 6, 10, 6, 10, 10, 6, 5, 20, 2]",78,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
35,"[3, 3, 15, 1, 21, 1, 0, 0, 1, 9]",54,"[0.07976644385240017, 0.07976644385240017, 0.07976644385240017, 0.10466952762311951, 0.07976644385240017, 0.10466952762311951, 0.14357959893432032, 0.14357959893432032, 0.10466952762311951, 0.07976644385240017]"
36,"[4, 4, 1, 14, 4, 4, 14, 4, 4, 8]",61,"[0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209]"
37,"[2, 1, 1, 13, 1, 13, 1, 3, 5, 5]",45,"[0.08889837138183627, 0.11665244292724557, 0.11665244292724557, 0.08889837138183627, 0.11665244292724557, 0.08889837138183627, 0.11665244292724557, 0.08889837138183627, 0.08889837138183627, 0.08889837138183627]"
38,"[14, 22, 10, 22, 4, 1, 2, 4, 4, 4]",87,"[0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209]"
39,"[23, 2, 11, 8, 1, 0, 6, 3, 3, 1]",58,"[0.08753194916144393, 0.08753194916144393, 0.08753194916144393, 0.08753194916144393, 0.11485942368964672, 0.15755750849059907, 0.08753194916144393, 0.08753194916144393, 0.08753194916144393, 0.11485942368964672]"
40,"[14, 23, 14, 4, 14, 4, 4, 14, 4, 1]",96,"[0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.0969725179884021, 0.12724733810438124]"
41,"[10, 1, 2, 24, 1, 10, 14, 1, 1, 23]",87,"[0.08889837138183627, 0.11665244292724557, 0.08889837138183627, 0.08889837138183627, 0.11665244292724557, 0.08889837138183627, 0.08889837138183627, 0.11665244292724557, 0.11665244292724557, 0.08889837138183627]"
42,"[24, 1, 8, 24, 8, 8, 4, 24, 1, 3]",105,"[0.09412296223786755, 0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755]"
43,"[2, 1, 2, 4, 24, 3, 4, 3, 24, 2]",69,"[0.09697251798840209, 0.1272473381043812, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209]"
44,"[5, 4, 12, 16, 12, 6, 6, 4, 4, 4]",73,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
45,"[13, 17, 9, 3, 25, 2, 25, 25, 25, 2]",146,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
46,"[16, 16, 3, 10, 3, 16, 16, 1, 3, 26]",110,"[0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209, 0.09697251798840209]"
47,"[12, 2, 7, 5, 26, 26, 26, 1, 0, 4]",109,"[0.0899911808642753, 0.0899911808642753, 0.0899911808642753, 0.0899911808642753, 0.0899911808642753, 0.0899911808642753, 0.0899911808642753, 0.11808642753010204, 0.16198412555569555, 0.0899911808642753]"
48,"[5, 2, 27, 5, 17, 9, 5, 5, 5, 17]",97,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
49,"[2, 10, 6, 1, 2, 6, 6, 6, 13, 27]",79,"[0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.1272473381043812, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209, 0.09697251798840209]"
50,"[14, 28, 2, 11, 18, 18, 2, 2, 18, 7]",120,"[0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002, 0.10000000000000002]"
51,"[8, 19, 19, 28, 1, 28, 28, 1, 13, 0]",145,"[0.08753194916144394, 0.08753194916144394, 0.08753194916144394, 0.08753194916144394, 0.11485942368964673, 0.08753194916144394, 0.08753194916144394, 0.11485942368964673, 0.08753194916144394, 0.1575575084905991]"
52,"[1, 2, 10, 4, 28, 28, 14, 4, 1, 10]",102,"[0.1235081510485298, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.09412296223786755, 0.1235081510485298, 0.09412296223786755]"
