0,10
1,20
2,30
3,40
4,50
5,60
6,70
7,80
8,90
9,100
10,110
11,120
12,130
13,140
14,150
15,160
16,170
17,180
18,190
19,200
20,210
21,220
22,230
23,240
24,250
25,260
26,270
27,280
28,290
29,300
30,310
31,320
32,330
33,340
34,350
35,360
36,370
37,380
38,390
39,400
40,410
41,420
42,430
43,440
44,450
45,460
46,470
47,480
48,490
49,500
50,510
51,520
52,530
53,540
54,550
55,560
56,570
57,580
58,590
59,600
60,610
61,620
62,630
63,640
64,650
65,660
66,670
67,680
68,690
69,700
70,710
71,720
72,730
73,740
74,750
75,760
76,770
77,780
78,790
79,800
80,810
81,820
82,830
83,840
84,850
85,860
86,870
87,880
88,890
89,900
90,910
91,920
92,930
93,940
94,950
95,960
96,970
97,980
98,990
99,1000
100,1010
101,1020
102,1030
103,1040
104,1050
105,1060
106,1070
107,1080
108,1090
109,1100
110,1110
111,1120
112,1130
113,1140
114,1150
115,1160
116,1170
117,1180
118,1190
119,1200
120,1210
121,1220
122,1230
123,1240
124,1250
125,1260
126,1270
127,1280
128,1290
129,1300
130,1310
131,1320
132,1330
133,1340
134,1350
135,1360
136,1370
137,1380
138,1390
139,1400
140,1410
141,1420
142,1430
143,1440
144,1450
145,1460
146,1470
147,1480
148,1490
149,1500
150,1510
151,1520
152,1530
153,1540
154,1550
155,1560
156,1570
157,1580
158,1590
159,1600
160,1610
161,1620
162,1630
163,1640
164,1650
165,1660
166,1670
167,1680
168,1690
169,1700
170,1710
171,1720
172,1730
173,1740
174,1750
175,1760
176,1770
177,1780
178,1790
179,1800
180,1810
181,1820
182,1830
183,1840
184,1850
185,1860
186,1870
187,1880
188,1890
189,1900
190,1910
191,1920
192,1930
193,1940
194,1950
195,1960
196,1970
197,1980
198,1990
199,2000
200,2010
201,2020
202,2030
203,2040
204,2050
205,2060
206,2070
207,2080
208,2090
209,2100
210,2110
211,2120
212,2130
213,2140
214,2150
215,2160
216,2170
217,2180
218,2190
219,2200
220,2210
221,2220
222,2230
223,2240
224,2250
225,2260
226,2270
227,2280
228,2290
229,2300
230,2310
231,2320
232,2330
233,2340
234,2350
235,2360
236,2370
237,2380
238,2390
239,2400
240,2410
241,2420
242,2430
243,2440
244,2450
245,2460
246,2470
247,2480
248,2490
249,2500
250,2510
251,2520
252,2530
253,2540
254,2550
255,2560
256,2570
257,2580
258,2590
259,2600
260,2610
261,2620
262,2630
263,2640
264,2650
265,2660
266,2670
267,2680
268,2690
269,2700
270,2710
271,2720
272,2730
273,2740
274,2750
275,2760
276,2770
277,2780
278,2790
279,2800
280,2810
281,2820
282,2830
283,2840
284,2850
285,2860
286,2870
287,2880
288,2890
289,2900
290,2910
291,2920
292,2930
293,2940
294,2950
295,2960
296,2970
297,2980
298,2990
299,3000
300,3010
301,3020
302,3030
303,3040
304,3050
305,3060
306,3070
